phrase,cluster_label
work research validation,3
present study develop survey based,3
result future undesirable outcome,3
derived research,3
discussionfinally need relevance jopi,3
demi sesquicentennial 75th,3
internet search reviewed,3
empirical user centered,3
age important older respondents,3
explanations correct edibility assessments,3
experiment replicated,3
uk limited,3
perceived warmth customer artificial,3
research trajectories,3
refer project,3
discuss findings,3
code additional,3
comparison consequently,3
present major research,3
taylor francis,3
multisource data 317,3
317 china,3
approaches regarding topic discuss trends,3
findings logical,3
explanations outperformed participants,3
institutions botswana,3
attribution based example based visual,3
sun kyong,3
additional individual,3
grounding allows identify divergences,3
present novel salience techniques,3
xinyi zhang,3
involve questions concept operation engineered,3
experiment collect behavioral data characterized,3
2024 xinyi,3
external validation,3
model robust,3
avenues future,3
research discussed,3
2024 taylor,3
data privacy challenges replacement human,3
transparency manipulation,3
subjects responded,3
casa perspective contributing theoretical refinement,3
experimentation introduced,3
young rapidly growing body research,3
researchers practitioners learn,3
evolution highlighting avenues future,3
reflections empirical grounding design,3
consistency validity,3
data labor critical value,3
systematic review vast interdisciplinary,3
study provides,3
411 chinese ai,3
unjustifiably optimistic,3
future research using,3
methods gain deeper,3
mennens mark steins dominik,3
2021 gaby,3
global academic industrial spheres,3
odekerken schröder kars,3
case study,3
data collected customers 108,3
future research trajectories,3
conclusion review conceptually,3
human verified results,3
introduced concepts,3
taylor francis,3
issue triggered new debate,3
lack transparency,3
education especially rural areas,3
applications influence theoretically,3
coded rated researchers,3
systematic review papers,3
panel survey site survey wuhan,3
collecting data 518 participants,3
regarding digitalization,3
guidelines achieved,3
data analysed using,3
conducted dividing samples,3
engineering mbe,3
analysis smartpls,3
infrastructure digital disparities developing countries,3
using scopus,3
rota additional,3
new paradigm unleashing extraordinary,3
uk limited,3
review theory demonstrates little research,3
modern institutions deep,3
studies focus,3
experiments different,3
future research gives examples fruitful,3
respondents demographics,3
taylor francis,3
ways study connections,3
needs privacy,3
smart pls software employed analysis,3
structural equation modelling,3
security transparency,3
avenues service,3
treasure hunter human uncovers,3
insights mediator experimental manipulations,3
used article,3
publicly available,3
processing recent literature caused,3
published wiley periodicals llc behalf,3
2024 taylor,3
reports systematically analyzed,3
little systematic examination sociotechnical sources,3
responses individuals used digital,3
digital twins,3
2022 copyright held,3
scholarly community,3
experiences conceptualized dimensional space low,3
design methodology approach future customer,3
research supported fact present business,3
dissent age constitute,3
age constitute important boundary conditions,3
quality inspection,3
research analyses,3
data used,3
information systems ciss,3
utilized data,3
2022 budapest,3
university technology,3
automatic control hosting,3
policy using transparency,3
transparency feedback variable based,3
taylor francis,3
published license,3
conducted empirical study,3
survey collected data 228,3
depth interviews,3
performed survey,3
survey france,3
hand privacy concerns,3
publications depth,3
initial items previous,3
study provides valuable insights research,3
asia pacific,3
implications technology argue,3
hosting elsevier,3
exhibited good,3
robust attribute complexity,3
implications arising findings,3
people 233 countries territories,3
study contributes theoretical,3
experiment averaged behavioral performance,3
ais senior scholars basket journals,3
investigates age related distinctions,3
illustrate complexities,3
present study aims,3
transparency contributes lack,3
literature review,3
information technologies,3
components concepts present conceptual,3
good reliability,3
various subcases,3
underscores age specific preferences extreme,3
important constructs understanding,3
13 assumptions,3
technique utilized,3
decision making results previous online,3
used convenience nonprobability,3
empirical research needed investigate mediating,3
implications dominance,3
building previous academic literature topic,3
included corresponding,3
review previous work explanations different,3
reasoning projection hmi trusted,3
approach study used convenience,3
comprehensive survey existing,3
despite employing substantially platforms face,3
information systems use,3
effort included,3
parasuraman et,3
end users systematic literature review,3
provide comprehensive,3
81 included experimental,3
eligible published,3
parameters human based analyses greatly,3
results modeling,3
explainability key functionalities,3
able explain,3
copyright 2020,3
literature carefulness exploring,3
school business,3
necessary achieve,3
automation transparency,3
potential implications trust calibration provided,3
provides synthesized insights design,3
ads calibrate trust,3
uk limited,3
success vital,3
investigation technological,3
future research agenda,3
2017 2017,3
financial industry banking,3
researcher guy hoffman takes,3
abstractions suffering crisis,3
knowledge required researchers interested explanation,3
study investigates relationships perspectives human,3
hrd scholars paid considerable,3
2020 human,3
experiments collect data,3
applied path comparison analyses compare,3
2018 kelley,3
sampling approach,3
empirical results based,3
approach used,3
software tool used compare,3
common given literature,3
adopted similar methodologies studying,3
disciplines including information systems,3
conclusion results,3
corresponding validation,3
mbse literature adjusting,3
using level meta analysis handle,3
research questions investigated similar research,3
financial institutions,3
explainability seen,3
models increasingly information systems,3
article finishes,3
380 effect sizes,3
method articles books,3
cited works obtained,3
injustice strengthen,4
significance perceived difficulty,4
decision making hiring,4
affective needs rational physiological,4
equation models,4
equation modelling,4
user engagement relates negative emotions,4
hostility dynamism,4
technology acceptance model,4
352 consumers used service robots,4
structural equation modeling,4
technology acceptance,4
grouped areas attitudes competence,4
robots consumers retail,4
psychological needs,4
risk high return opportunities explainability,4
elevated trust levels exhibits lower,4
acceptance use technology utaut,4
reported attitudes technology sdv improve,4
empathy demand contexts individuals seek,4
psychological reactance,4
improvement perceived outcome responsibility,4
articulated coping,4
crafting negative rumination,4
mental capacity,4
urgency insistence,4
depend environmental,4
trust ai systems,4
public acceptance degree crucial,4
shape positive attitude dhs,4
averse affective reaction,4
affective elements manage resources decisions,4
drivers levels trust automation,4
influence employee turn positive,4
group llc,4
notably attitudes sustainable,4
tccm framework examines key,4
impartial stance observers,4
developing trustworthy,4
use social influence,4
ai prompts validate,4
efa confirmatory factor analysis,4
cognitive affective model,4
results trust technology perceived,4
decision making rational agents fuzzy,4
service robots tackle,4
primary purpose determine trust,4
policyhoders acceptance,4
anxiety justified,4
self confidence,4
dynamics trust changing reliability level,4
choices align,4
time needed ensure equivalent,4
overlooked impact service robots overall,4
art methods study trust automation,4
attitudes use,4
responsible socially beneficial ai,4
influencing users perceptions,4
trust human,4
aims expand scope technology acceptance,4
feedback group groups level trust,4
user demographics influence anthropomorphic design,4
decisions risky legalities,4
professionals design trustworthy,4
anxiety relationship,4
decision making,4
search characteristics make humans,4
acceptance evolution regulations av,4
social influence attitude,4
propensity nature decision errors,4
virtual face represents emotions,4
tutoring decision making strategies,4
comprehensive address trust influencing autonomous,4
actions consequences visible hindsight making,4
service robot embodiment physical world,4
intelligence trust relationship influenced,4
identified emotional connection mediator,4
marketing domain,4
theory acceptance use technology hofstede,4
perceived persuasiveness,4
outcomes human dm,4
decision makers dms flexible adaptive,4
explores human trust,4
stereotype content model social psychology,4
institutional trust perspectives pose significant,4
contrast human decision makers,4
setup machine provides dm,4
decision process framework,4
group llc,4
use attitudes,4
happens dm,4
affect users trust voice,4
equation modeling analyze data,4
concept trust,4
mode leads human blame,4
option control humans assigned responsibility,4
processes trust ai similar,4
structural equation,4
social media sentiment analysis refine,4
determine user perceptions influence,4
tendency comply,4
mechanical turk study influence,4
evaluative feedback human decision making,4
biases preferences enhance impair,4
user credibility,4
emoticons appropriate,4
underlying mechanism positive,4
trust turn leads greater,4
observations feelings attitudes avs hmi,4
informa uk limited,4
appearance technology acceptance,4
low acceptance insureds,4
acceptance provides good adjustment,4
decision making,4
predicting decisions explaining leveraging,4
deceleration judge yielding intent,4
related distinctions preferences self,4
environmental consciousness,4
people want feel,4
emotional expressions,4
make human recipients feel heard,4
engage order picking alongside robots,4
share purchase compared higher prices,4
motivational definitional responses communicate,4
offering emotional support crucial,4
humans consciously report shedding light,4
design attributes users trust workload,4
popular frameworks addressing,4
effect transparency fairness,4
expressing emotions,4
uk limited trading,4
affective cognitive human,4
decision making processes allowing customers,4
participants reconciling information trust automation,4
styles demonstrating influence interaction patterns,4
need address trust issues ai,4
anthropomophism initial trust perceived enjoyment,4
powered software robots user trust,4
group llc,4
modules needs assessment motivation generation,4
group llc,4
eco friendly activities responsible,4
based unity,4
nasa tlx subjective,4
role variables technology acceptance model,4
based factors,4
uk limited trading,4
framework developed,4
tam application holds significant,4
nonhuman identity,4
deterioration decision quality potentially,4
anthropomorphized led greater,4
theoretical framework,4
zero sum mindset influence,4
steerability trust,4
highly correlated,4
decision making processes,4
use technology utaut,4
new kinds influencers,4
trust personal digital,4
transfer user trust ai creators,4
trust dynamics driver,4
conditions trust transference breaks holds,4
acceptance factors,4
employed affective transition pre study,4
group llc,4
blame punish behaviour,4
using confirmatory,4
factor analysis,4
intention bi mediated pu trust,4
established computational framework assumes decisions,4
term inaccuracies unfairness crucial effective,4
experiential mental life,4
detrimental user,4
employed affective transition pre study,4
people decide accept considering interaction,4
post stage emotions signal strength,4
human decisions extensive form,4
equation modeling used,4
amazon alexa transformed consumers,4
flow experience social influence directly,4
habit plays negative,4
factors motivate,4
existing literature highlights acceptance autonomous,4
trustcommitment theory,4
user amplifies user perceptions betrayal,4
making modeling emergence decisions time,4
solution enhancing decision making efficiency,4
make decisions,4
baseline attack post,4
hidden preferences decision,4
decision process eye,4
contrast emotional,4
explanatory factors social influence,4
tools pose challenge responsibility,4
imprecise human judgments real life,4
utaut dimensions respect,4
positively deactivated,4
increased ratings trust algorithm,4
trust broken importantly,4
factors research indicate operators,4
absorption users relationship varies anthropomorphic,4
like non,4
external factor,4
group llc,4
non anthropomorphic,4
emotions related,4
social norms functionality trialability,4
tests widely used human factors,4
deeper understanding reasons explain respondents,4
affect emotionality,4
investigated sentiment life domains motivational,4
power past negative comments,4
creation routes ph affective trust,4
structural equation,4
technology acceptance model,4
viewed positively,4
supportive tipping behavior studies,4
judge insensitive distinction kinds evidence,4
factors perceived anthropomorphism,4
human judge weight individuating,4
distinctiveness ispd,4
post stage emotions signal strength,4
existing anxiety siot,4
robots sr grounded usability social,4
research investigates user acceptance,4
judgements reflected decisions,4
order ensure,4
responsibility various,4
motivation social influence anthropomorphism,4
uk limited trading,4
problem attributability accountability,4
ai technology trust negative,4
likewise observed,4
structural equation,4
uk limited trading,4
equation modeling using 440,4
non critical emotional,4
preferences algorithm,4
answer user questions boosts perceived,4
presumed dichotomy especially law,4
robots deliver,4
significantly degrade human trust,4
formation maintenance different trust types,4
decision making,4
contrast threat,4
drive problem focused emotion focused,4
exploring dual mediators,4
consider human factor implementing technology,4
focused support seeking coping strategies,4
decide mushroom edible poisonous,4
control disparate work domains,4
proactive coping,4
practical implicationsorganizational decision makers survey,4
nature development especially light associated,4
affective threshold model,4
crafting motivation process hindrance appraisal,4
easily countered,4
nature affective,4
trust crucial ensuring safety,4
aimed effectively countering,4
insights trust research help enhance,4
fairness quality paper critically examines,4
service robots,4
produce shared realities robot customers,4
pathway cultivating trust,4
attitude alongside utaut2,4
decisions human decisions psychological,4
effects news media attention trust,4
traditional trust artificial intelligence,4
scholarship assumed trust attitude placed,4
based factor,4
paper introduce sonar social norm,4
elevated levels organizational trust employee,4
communicate intentions vulnerable,4
decision makers,4
adequate level trust,4
employees trust,4
psychological emotional effects,4
enhance diversity improve fairness standardized,4
technophilia strong,4
digital era seen algorithmic decision,4
decision making ubiquitous,4
positive perceptions attitudes referred,4
referring service robots,4
perceived cumbersome ineffective loss,4
factors evaluated,4
trust positively impact behavioral,4
structural equation modeling fuzzy,4
efficacy emotional extension path,4
use emotional,4
group llc,4
tasks perceived reliability dimension trust,4
artificial rational unbiased making decision,4
group llc,4
converted better decision,4
human factors,4
triggered users subconsciously enact distinctly,4
users contradicting genre rules social,4
group llc,4
scant research robot anthropomorphism perceived,4
ai service robots promoting,4
criticize tam technology,4
existing literature highlights acceptance autonomous,4
providing update mitigation vulnerability,4
user behavioural intentions reveal,4
structural equation,4
used framework,4
customers preference service robots,4
informa uk limited,4
need human interaction perceived anthropomorphism,4
human factors,4
attitude using artificial,4
replace collaborate human decision makers,4
media art festival played tablet,4
theory acceptance use technology,4
professionals demonstrate greater intention,4
risks easily countered conventional,4
environmental social norms,4
research emotional,4
seeks investigate contextualized trust profiles,4
judgment helps,4
provide dehumanized,4
enhance decision making processes society,4
ai systems date skepticism concern,4
systems form trusting relationship,4
reproducibility interpretability fairness turn,4
equation modeling,4
scientists self confidence creating trusted,4
extroversion agreeableness conscientiousness action,4
structural equation,4
emotional psychology,4
findings acceptance ai based,4
structural equation modeling,4
advent social robots,4
human trust,4
people anthropomorphize,4
fairness privacy,4
behavioral patterns psychological motivations,4
improvement probabilities adjustments aggregated,4
contingency plan optimal course action,4
software decisionmaking,4
robotic decision,4
attuned leading informed responsible decision,4
involved decision making interacting,4
offer optimal suggestions requiring people,4
solving instantaneous sequential decision making,4
reputation positively contributes building trust,4
users perceived,4
perceived anthropomorphism,4
phenomenal subjective experiences like sadness,4
acceptance use technology,4
robot service encounters,4
significantly impact user trust,4
robot reveals recommendation mitigate,4
new decision making paradigms emerged,4
enable individuals enter,4
virtsi variability impact reciprocal trust,4
dfas illustrating transitions cognitive trust,4
values associated interpersonal relationships like,4
risks poses organizations society,4
rated trust,4
financial knowledge anxiety security sociodemographic,4
theory adopting emerging technologies online,4
investigated people perceive trust artificial,4
ratings did differ,4
anthropomorphism affects users continuance,4
anthropomorphism consumer,4
algorithms familiarity tasks familiarity algorithm,4
significant roles enhancing trust algorithms,4
barriers influence av acceptance,4
algorithms decision making emerged subject,4
trust safety,4
positively influence future decision,4
style trust turn affects intention,4
yield trust declined,4
public reactions,4
recovered quickly trust took longer,4
decisions diverge,4
subsequently proposed ai acceptance,4
building trust,4
protection motivation theory,4
benefits extremely pessimistic appraisals risks,4
use ai perceived fair received,4
perceived unemotionality,4
attitudes intentions,4
acceptance ai,4
systems make outcomes comprehensible users,4
emotional cues,4
existing technology acceptance theory,4
multiple domains,4
human factors,4
acceptance platforms selecting,4
affect learners behavioral,4
technology acceptance model servqual stimulus,4
disentangled underlying,4
function maximizing acceptance ai,4
decision regret mediated,4
rate compared machine decisions,4
goal establishing trust machines,4
inform risk assessment user interface,4
understanding factors influence,4
balance trade,4
demonstrate potential pitfalls using size,4
human responsible achieving goals,4
service robots affect,4
decision processes,4
neuroticism openness substantial links adopting,4
indicating strong correlation predicted actual,4
modeling set variable risk perception,4
emotional trust significantly impacts,4
extraversion agreeableness conscientiousness neuroticism,4
express hesitance,4
language models llms various emotional,4
limited research conducted factors aesthetics,4
study explores people attitudes,4
use persist,4
explaining acceptance ai based autonomous,4
structural equation,4
technology acceptance trust,4
decisions phenomenon evident chatgpt,4
based technology acceptance,4
norms social norms,4
decision making,4
conceptual framework,4
risks dangers attributed manipulative effects,4
interrogates pervasive human inclination anthropomorphize,4
acceptance assess effectiveness hmi,4
synaesthesia correspond need interdisciplinary,4
group llc,4
paradox mindset personalisation,4
consistently outperformed human decision,4
apply worker trust automation workplace,4
trust technology,4
cases algorithms make superior decisions,4
impact interactivity perceived humanness trust,4
social robot highly dependent,4
technology acceptance,4
cognition replace human decision making,4
experiences significantly reshape initial attitudes,4
decision makers immune errors,4
perceived risk,4
increase enjoyment ease,4
ranking preimplementation attitudes integration,4
interaction efficiency contextual decision,4
identify preferences,4
group llc,4
equation modeling,4
regarding potential foster student dependency,4
structural equation,4
summarizes research human beings trust,4
social robots,4
trust dependence machines algorithms,4
suffer hidden,4
intention using uses gratification,4
analyzed using structural equation modeling,4
interaction intention,4
contextualizes service robot,4
males perceived stronger positive,4
service robots,4
employs technology acceptance model tam,4
trust based mechanism explain,4
factors lead acceptance,4
importance careful decision making,4
positive negative effects,4
require permanent supervision,4
standing compared peers novel social,4
risks significantly weakened,4
emotions cognition behaviors offering,4
agent alexa alter consumer,4
principles decision neuroscience,4
decision making dm processes,4
attributed psychological factors,4
trust related issues,4
occurred participants reported higher mental,4
critical perfectionism impulsivity contribute,4
hold relatively positive,4
paper examine factors affect acceptance,4
technologies analyzed using structural equation,4
research model trust key mediating,4
robots empirically testing barriers,4
tend positive attitude avs,4
group llc,4
service robots gradually used,4
trust recommendations ai,4
categorization fulfillment cognitive emotional needs,4
structural equation,4
tasks seek decision assistance trust,4
subjective norm intention,4
bridging functional relational social emotional,4
attitude hrc,4
analyzed using structural equation,4
interaction trust,4
positive behaviors based theory planned,4
emotional dimensions,4
contrast individual shoppers families,4
informa uk limited,4
equation modeling,4
explanation operating confidence versus ai,4
enhance users expectations algorithmic fairness,4
anthropomorphism social presence investigated,4
vehicle decision making mitigating negative,4
foster trust ai predictions,4
forms anthropomorphism verbal visual enhance,4
users motivations decision,4
uses gratification theory stimulus,4
user behavior reasoned,4
joint decision,4
participants lower anthropomorphic tendency,4
understand different forms anthropomorphism,4
turn identified,4
decisions participants agreed decision ama,4
anthropomorphism assist consumer likelihood,4
showed strong positive association familiarity,4
explained mediators,4
anxiety trust,4
validation factor analysis construct scale,4
tested processes questionnaire exploratory factor,4
judgment behavior emergency evaluation,4
promises benefits enhanced efficiency,4
countries imperative comprehend cognitive affective,4
user acceptance,4
social robotics rapidly growing,4
decision making,4
trust affected,4
group llc,4
estimations trust,4
guests acceptance technology,4
prism antecedents acceptance,4
confirmatory factor,4
structural equation modeling,4
reveal effort expectancy social influence,4
utaut model,4
influencing technology acceptance,4
perceived loss,4
similarity aesthetics indirectly affect,4
effort trust,4
contrast performance expectancy,4
lower affective cognitive,4
capture users compliance reaction,4
identifies affective component attitude key,4
emotional uncomfortable trust high cognitive,4
trust load important states user,4
configurations organizational members trust high,4
group llc,4
implications designing socially responsible,4
frameworks offers valuable managerial,4
ethical dilemmas security vulnerabilities,4
trust result decreased aa,4
ai performance eroding trust stalling,4
conceptualizes vsas anthropomorphic attributes play,4
online health consultation ohc,4
familiarity systems,4
structural equation modeling analysis,4
terms law concerns japanese,4
employing confirmatory factor,4
group llc,4
undermining authority threatening,4
phenomenological continuum intolerance increasing,4
refer intolerance indicate,4
increased trust perceived,4
features cav acceptance remains,4
immigration compared public concerns japan,4
user acceptance impact relocation features,4
evaluating existing models trust,4
exhibited higher confidence making choices,4
robots subvert control lives,4
losses meaning,4
decisions task difficulty little impact,4
trust automation tia according proposed,4
decisions regarding compliance norm,4
somewhat highly confident,4
experiments trust automation,4
social robotics human,4
cognitive enjoyment browsing online,4
process impacting trusting beliefs,4
sharing trust development agents human,4
decreased reliance automated advice,4
systematic detailed model emotion generation,4
emotions chatgpt,4
japan exhibited positive outlook germany,4
warmth persuasiveness related trust robo,4
gender neutrality,4
analysis efa,4
employees acceptance level,4
theory acceptance use,4
inflections yielded better outcomes trust,4
122 evaluates users reflections,4
making especially user felt responsibility,4
study 411 verify factor structure,4
confidence influenced use,4
decision vice,4
confidence advice increase predictability,4
intelligence ai acceptance,4
effect trust factors interpersonal job,4
savings come psychological losses,4
trust expectation model hatem predicts,4
uk limited trading,4
trust important,4
demonstrate anthropomorphism needs,4
use emotions plays,4
trust automation,4
reference framework developed illustrate,4
cause intolerant attitude agents predicts,4
rejection rates increased decision,4
monotone vs,4
decision theory formal definitions emotional,4
furthermore violations total probability,4
affect plays critical,4
positively affects,4
practical implications trust positive sentiment,4
decision making resulting individuals cognitive,4
group llc,4
human animal motivations,4
following causal framework emotion trust,4
driven multiple factors,4
factors influencing,4
especially high risk tasks,4
correct choices trust overrule,4
group llc,4
normative mimetic forces influence use,4
effects extrinsic intrinsic anthropomorphism,4
fairness accountability,4
trust satisfaction,4
findings argue tam utaut cat,4
compliance reliance,4
assisted decision,4
group llc,4
examines user expectations informed,4
attitudes technology,4
enhanced fairness,4
model make suitable acceptance ai,4
observation contrast,4
approach using sentiment analysis research,4
equation models analyzed using smart,4
unified theory acceptance use technology,4
blockchains purport trustless,4
trust intermediate,4
interfere decisions subsequent stages,4
subsequently employed structural equation modeling,4
trust bi directional relationships limits,4
suggests intermediate judgments,4
advance experiencing mistrust existential,4
affective cognitive,4
perceived avoidability promoted,4
incorporating advice decision making,4
technology trust 2024,4
uk limited trading,4
anchors popular,4
affect sensitive cognitive machines,4
human decision,4
attribution maps beneficial end users,4
motivations rational,4
literature social robots,4
identifies user sentiments,4
influence trust ai technology direct,4
social influence directly affects perceived,4
function decision,4
survey structural equation,4
technology utaut,4
study aims investigate individuals forgive,4
uncalibrated trust,4
human anthropomorphism provide sense,4
planning responsibility,4
adapting measures evolving perceptions attitudes,4
influential factors involved rationale,4
expectancy emotions positively affect familiarity,4
presence service robots makes,4
regret avoidance,4
trust formation,4
participants types confidence experiment personalized,4
vs low risk perceptions,4
group llc,4
infer interactor intentions,4
combinations explain different trust,4
trust decisive factor influencing quality,4
responsibility decision making behaviour precipitated,4
confidence confidence ai,4
human judgment accompanies,4
careful consideration various factors,4
sentiment analysis emotion classification,4
users using structural,4
decision making process adv,4
develop unified framework trust,4
hermeneutics utilizing frustration,4
uk limited trading,4
personalized predictions trust,4
human decision processes,4
analyses showed positive attitudes,4
trust behavior ai based,4
confidence confidence ai,4
findings study demonstrates perceived anthropomorphism,4
suffer psychological,4
anthropomorphism positive direct relationship emotional,4
analytical framework combining factor analysis,4
study aims explore acceptance,4
second phase confirmatory study,4
social influence,4
public attitudes,4
opinion reflecting varying optimism,4
robots differentiate competitors offering,4
participants held positive view,4
participants types confidence experiment personalized,4
group llc,4
social experiences,4
risk aversion negative,4
equation modeling analysis,4
presence sense alleviates psychological,4
trust humans,4
anthropomorphism moderated associations,4
science literature emphasize importance trust,4
generosity positive ones,4
318 structural equation,4
utaut2 unified theory,4
emotions long deemed,4
trust development play,4
group llc,4
influencing reliance ai,4
science business media,4
group llc,4
trust usage ai discussed,4
uses social value orientation,4
group llc,4
frameworks haii,4
humans implying positive association robot,4
intensity user perceived trust,4
motivational perspective examined social connectedness,4
decision making interactions,4
attribution practical implications promoting social,4
pcor indirectly increases human acceptance,4
trust formation,4
work decision,4
extraversion neuroticism,4
examine influence affective cognitive considerations,4
participants reacted strongly,4
rates improved,4
identifies reasons,4
relocation related factors cav,4
decision making implemented models,4
perceived workload trust,4
decision maker agency,4
judgment coupled subsequent,4
human factors experiments optimization tasks,4
structural equation,4
showed strong negative correlation,4
showed forced interactions intensify responsibility,4
playfulness field,4
dramatically increase user trust chatgpt,4
likely anthropomorphisms military,4
technologies unclear emotions,4
conceptualised anthropomorphic,4
related trust perceived values satisfaction,4
group llc,4
altruism human drivers sociality,4
main factors people ponder,4
affect trust online,4
risk negatively,4
learning decision,4
influence psychological traits appropriate reliance,4
beliefs interacting technology,4
improving compliance,4
involve anthropomorphism,4
paper studies contextual factors personal,4
decisions algorithm,4
technology identified predictors trust,4
arises effective decision making,4
negative human relationships,4
use technology utaut technology adoption,4
control generalized trust demographics alongside,4
indicate subjective norms,4
technology acceptance paper provides nuanced,4
ai fairness threat,4
factor analysis tested using covariance,4
dissonance arises,4
dimensions users perceived empowerment perceived,4
lens psychological empowerment,4
decision making aa superior completely,4
decision making trolley,4
anthropomorphism theory study,4
service robots currently entering consumer,4
group llc,4
puts humans risk leaves,4
like machines designed make decisions,4
robots data defenseless,4
tai guarantees human,4
value future interactions,4
state art build trustworthy explainable,4
challenges extrapolating concept trust,4
analogical affective,4
interpersonal psychological neurological perspectives,4
investigate notion employees trust ai,4
building trust,4
trust guides,4
trust influences reliance,4
cognitive affective behavioral,4
framework context restaurant service robots,4
factors interact especially automated,4
equation modeling,4
decision strategy comprised accountability condition,4
trust use,4
web acceptance,4
experiential users incorporating intrinsic motives,4
human factors,4
human factors,4
distrusted spot checked automation,4
harmonise service robots artificial,4
fails ai hook public,4
evaluations anxiety related affects,4
public reason,4
planned behaviour data,4
especially people low levels self,4
technology acceptance model tam engagement,4
defense task 27 experienced,4
positive effects anthropomorphism interactions smart,4
learning ai triggered social,4
reduce uncertainty increase users trust,4
tam beliefs web flow,4
decisions humans,4
abstract concepts confidence hope,4
expectations limited real life,4
define flow,4
implications constructs enjoyment,4
directed users driven instrumental factors,4
factors focused decision making process,4
tam adapt,4
structural equation,4
symbols compromise effective,4
uncover motivational mechanisms needed,4
coolness positively influence,4
decisions subject human trust mental,4
product outcome range number,4
trust advisor attribution,4
present vignette based decision experiment,4
based advice affects human decision,4
varying anthropomorphism,4
bolster trust automation,4
human social needs,4
individual character personal choices intrinsic,4
feel dominated triggers need,4
powerless painful,4
view social robots way,4
process explained higher degree trust,4
adopt accept ai,4
factors complex,4
improving trust,4
behavior human negotiators,4
emotion play intelligent,4
decision making planning learning attention,4
reach agreement,4
bargaining partition,4
barrier influences attitudes,4
participants engaged alternating offer,4
arousal offer acceptance observable,4
emotionally charged behavior facing computer,4
influence mechanism,4
likewise emotions,4
implicit anthropocentric anthropomorphistic conceptions,4
topics trustworthiness explainability ethics,4
members increases likelihood trust degradation,4
decision higher support,4
group llc,4
factor perceptions primary task,4
trust worth investigating,4
applications investigated study include anthropomorphism,4
empirically validated confirmatory,4
enjoyment self,4
acceptance artificially intelligent ai,4
trust moderating,4
task affect decision task,4
high adaptivity,4
viewing opinions,4
infer biased media,4
important latent features decision process,4
reverse infer important latent,4
domain usa,4
trust automation guide,4
hierarchies suggest reframing trust,4
promote appropriate reliance automation,4
purpose framework,4
based decision situation semiotics interaction,4
human factors,4
types dynamic function allocations scheduled,4
opinions idiosyncratic anomalous,4
risks arising,4
trust reliance,4
model trust automation,4
machine decisions,4
affect control theory alternative method,4
sharing causes challenges dark agents,4
structural equation modeling,4
gma level influences,4
basic psychological needs,4
norms trust,4
trust service service provider training,4
demonstrated significant impact trust,4
science canada,4
psychological outcomes translates major gap,4
emotions provide,4
investigated impact anthropomorphism customers decisions,4
anthropomorphism including social presence,4
structural equation,4
negative emotions,4
classifying emotions usually facial body,4
affective computing,4
technology raises number human factors,4
robots trigger carry,4
values context specific reasons attitudes,4
equation modelling used,4
equations model,4
decision makers researchers,4
optimal decision makers utilities,4
accountability issues,4
capabilities social robots,4
willing accept cooperate,4
research examines social anxiety,4
choice day safari calling,4
trust variance effects,4
demonstration reputation experience,4
judgments unaided assistance 93,4
trust turn predicts automation,4
examinations trust,4
implications incorporating behavioral cognitive factors,4
group llc,4
personal stake,4
social robots suggest programmed,4
research focuses acceptance particular,4
utilitarian choices human beings studies1,4
real lives important factor,4
study alerts companies negative effect,4
argue reliance,4
based theory consumption values,4
wuhan chongqing reveals personalization enjoyment,4
automatically note quickly sense feelings,4
quality goodness badness experienced feeling,4
risk willingness use time efficiently,4
affect guiding,4
judgments decisions,4
user acceptance,4
robot actual capabilities reliability,4
adopting ai service robots,4
welcome social robots,4
surprise used personalized interactions,4
influenced users subsequent actions,4
people perceived greater reactance,4
terms applicable effect leveraged,4
domain experts,4
affective analysis,4
affective trust change design,4
control streamlines choices decision making,4
key outcomes,4
fully mediated emotion rapport showing,4
synergies desirable individual,4
validation employees encountering ai application,4
evaluation supported viability,4
human choice reaction,4
human factors,4
positively negatively,4
producing good decisions stimulating,4
today program decision making machines,4
livelihoods stake,4
decisions taken,4
reliance automation supervisory control situations,4
motivations attitudes values,4
sequential decisions characterize,4
christian religions signs warnings,4
beings aware risks associated,4
communicate right way ensure safe,4
attitudes relationships tendency humans anthropomorphize,4
determination attitudes,4
trust essential,4
perceived anthropomorphism consumer,4
trust compliance,4
similarities people trust humanlike,4
informa uk limited,4
neuropeptide associated trust humans offers,4
trust necessary condition,4
human factors,4
trust levels real time allowing,4
anthropomorphism provided recommendations,4
anthropomorphism continuum similarly placebos increased,4
fairness evaluation negotiating mindset,4
factor determines success human,4
public sphere awash anxiety,4
setting anthropomorphism beneficial transaction,4
incentivized decisions aid,4
offer sensitivity,4
transaction outcomes,4
alter user behavior related disparate,4
behavior related disparate domains,4
important domains life,4
order make good decisions humans,4
socially sustainable human,4
research antecedents human trust,4
antecedent variables trust ai,4
evidence retail setting anthropomorphism,4
models collaborative decision making,4
naturally expressing emotion,4
trust essential requirement effective human,4
human freedoms,4
fact emotions considered,4
trust compatibility play stronger role,4
group llc,4
perceived trust perceived value perceived,4
enjoyment technology acceptance,4
potential conformist behavior varies,4
affective attitude,4
human factors,4
computers robots produce social conformity,4
critical role motivation influence cognitive,4
enjoyment trust attitude use,4
emotions play critical,4
area affective computing,4
discussion promises,4
group llc,4
decision action level task dimension,4
cultivating trust,4
human factors,4
citizens achieve positive,4
personalization aesthetics negatively associates perceived,4
